gewest;provincie;arrondissement;nis-code;postcode;gemeente;leeftijdsgroep_(jaar);geslacht;aantal_verblijven
Waals Gewest;Luik;Verviers;63084.0;4840.0;Welkenraedt; 0 – 14;Mannelijk;66
Waals Gewest;Luik;Verviers;63084.0;4840.0;Welkenraedt; 0 – 14;Vrouwelijk;41
Waals Gewest;Luik;Verviers;63084.0;4840.0;Welkenraedt;15 – 64;Mannelijk;511
Waals Gewest;Luik;Verviers;63084.0;4840.0;Welkenraedt;15 – 64;Vrouwelijk;813
Waals Gewest;Luik;Verviers;63084.0;4840.0;Welkenraedt;65 – ...;Mannelijk;213
Waals Gewest;Luik;Verviers;63084.0;4840.0;Welkenraedt;65 – ...;Vrouwelijk;308
Waals Gewest;Luik;Verviers;63086.0;4980.0;Trois-Ponts; 0 – 14;Mannelijk;12
Waals Gewest;Luik;Verviers;63086.0;4980.0;Trois-Ponts; 0 – 14;Vrouwelijk;21
Waals Gewest;Luik;Verviers;63086.0;4980.0;Trois-Ponts;15 – 64;Mannelijk;114
Waals Gewest;Luik;Verviers;63086.0;4980.0;Trois-Ponts;15 – 64;Vrouwelijk;165
Waals Gewest;Luik;Verviers;63086.0;4980.0;Trois-Ponts;65 – ...;Mannelijk;73
Waals Gewest;Luik;Verviers;63086.0;4980.0;Trois-Ponts;65 – ...;Vrouwelijk;71
Waals Gewest;Luik;Verviers;63087.0;4790.0;Burg-Reuland; 0 – 14;Mannelijk;49
Waals Gewest;Luik;Verviers;63087.0;4790.0;Burg-Reuland; 0 – 14;Vrouwelijk;17
Waals Gewest;Luik;Verviers;63087.0;4790.0;Burg-Reuland;15 – 64;Mannelijk;258
Waals Gewest;Luik;Verviers;63087.0;4790.0;Burg-Reuland;15 – 64;Vrouwelijk;390
Waals Gewest;Luik;Verviers;63087.0;4790.0;Burg-Reuland;65 – ...;Mannelijk;246
Waals Gewest;Luik;Verviers;63087.0;4790.0;Burg-Reuland;65 – ...;Vrouwelijk;129
Waals Gewest;Luik;Verviers;63088.0;4850.0;Plombières; 0 – 14;Mannelijk;64
Waals Gewest;Luik;Verviers;63088.0;4850.0;Plombières; 0 – 14;Vrouwelijk;35
Waals Gewest;Luik;Verviers;63088.0;4850.0;Plombières;15 – 64;Mannelijk;503
Waals Gewest;Luik;Verviers;63088.0;4850.0;Plombières;15 – 64;Vrouwelijk;600
Waals Gewest;Luik;Verviers;63088.0;4850.0;Plombières;65 – ...;Mannelijk;279
Waals Gewest;Luik;Verviers;63088.0;4850.0;Plombières;65 – ...;Vrouwelijk;308
Waals Gewest;Luik;Verviers;63089.0;4890.0;Thimister-Clermont; 0 – 14;Mannelijk;35
Waals Gewest;Luik;Verviers;63089.0;4890.0;Thimister-Clermont; 0 – 14;Vrouwelijk;25
Waals Gewest;Luik;Verviers;63089.0;4890.0;Thimister-Clermont;15 – 64;Mannelijk;272
Waals Gewest;Luik;Verviers;63089.0;4890.0;Thimister-Clermont;15 – 64;Vrouwelijk;498
Waals Gewest;Luik;Verviers;63089.0;4890.0;Thimister-Clermont;65 – ...;Mannelijk;60
Waals Gewest;Luik;Verviers;63089.0;4890.0;Thimister-Clermont;65 – ...;Vrouwelijk;78
Waals Gewest;Luik;Borgworm;64008.0;4257.0;Berloz; 0 – 14;Mannelijk;32
Waals Gewest;Luik;Borgworm;64008.0;4257.0;Berloz; 0 – 14;Vrouwelijk;25
Waals Gewest;Luik;Borgworm;64008.0;4257.0;Berloz;15 – 64;Mannelijk;190
Waals Gewest;Luik;Borgworm;64008.0;4257.0;Berloz;15 – 64;Vrouwelijk;238
Waals Gewest;Luik;Borgworm;64008.0;4257.0;Berloz;65 – ...;Mannelijk;66
Waals Gewest;Luik;Borgworm;64008.0;4257.0;Berloz;65 – ...;Vrouwelijk;122
Waals Gewest;Luik;Borgworm;64015.0;4260.0;Braives; 0 – 14;Mannelijk;126
Waals Gewest;Luik;Borgworm;64015.0;4260.0;Braives; 0 – 14;Vrouwelijk;42
Waals Gewest;Luik;Borgworm;64015.0;4260.0;Braives;15 – 64;Mannelijk;345
Waals Gewest;Luik;Borgworm;64015.0;4260.0;Braives;15 – 64;Vrouwelijk;508
Waals Gewest;Luik;Borgworm;64015.0;4260.0;Braives;65 – ...;Mannelijk;173
Waals Gewest;Luik;Borgworm;64015.0;4260.0;Braives;65 – ...;Vrouwelijk;228
Waals Gewest;Luik;Borgworm;64021.0;4367.0;Crisnée; 0 – 14;Mannelijk;13
Waals Gewest;Luik;Borgworm;64021.0;4367.0;Crisnée; 0 – 14;Vrouwelijk;16
Waals Gewest;Luik;Borgworm;64021.0;4367.0;Crisnée;15 – 64;Mannelijk;212
Waals Gewest;Luik;Borgworm;64021.0;4367.0;Crisnée;15 – 64;Vrouwelijk;176
Waals Gewest;Luik;Borgworm;64021.0;4367.0;Crisnée;65 – ...;Mannelijk;132
Waals Gewest;Luik;Borgworm;64021.0;4367.0;Crisnée;65 – ...;Vrouwelijk;123
Waals Gewest;Luik;Borgworm;64023.0;4357.0;Donceel; 0 – 14;Mannelijk;25
Waals Gewest;Luik;Borgworm;64023.0;4357.0;Donceel; 0 – 14;Vrouwelijk;12
Waals Gewest;Luik;Borgworm;64023.0;4357.0;Donceel;15 – 64;Mannelijk;193
Waals Gewest;Luik;Borgworm;64023.0;4357.0;Donceel;15 – 64;Vrouwelijk;313
Waals Gewest;Luik;Borgworm;64023.0;4357.0;Donceel;65 – ...;Mannelijk;71
Waals Gewest;Luik;Borgworm;64023.0;4357.0;Donceel;65 – ...;Vrouwelijk;133
Waals Gewest;Luik;Borgworm;64025.0;4347.0;Fexhe-le-Haut-Clocher; 0 – 14;Mannelijk;43
Waals Gewest;Luik;Borgworm;64025.0;4347.0;Fexhe-le-Haut-Clocher; 0 – 14;Vrouwelijk;24
Waals Gewest;Luik;Borgworm;64025.0;4347.0;Fexhe-le-Haut-Clocher;15 – 64;Mannelijk;173
Waals Gewest;Luik;Borgworm;64025.0;4347.0;Fexhe-le-Haut-Clocher;15 – 64;Vrouwelijk;196
Waals Gewest;Luik;Borgworm;64025.0;4347.0;Fexhe-le-Haut-Clocher;65 – ...;Mannelijk;152
Waals Gewest;Luik;Borgworm;64025.0;4347.0;Fexhe-le-Haut-Clocher;65 – ...;Vrouwelijk;103
Waals Gewest;Luik;Borgworm;64029.0;4250.0;Geer; 0 – 14;Mannelijk;34
Waals Gewest;Luik;Borgworm;64029.0;4250.0;Geer; 0 – 14;Vrouwelijk;32
Waals Gewest;Luik;Borgworm;64029.0;4250.0;Geer;15 – 64;Mannelijk;195
Waals Gewest;Luik;Borgworm;64029.0;4250.0;Geer;15 – 64;Vrouwelijk;253
Waals Gewest;Luik;Borgworm;64029.0;4250.0;Geer;65 – ...;Mannelijk;100
Waals Gewest;Luik;Borgworm;64029.0;4250.0;Geer;65 – ...;Vrouwelijk;88
Waals Gewest;Luik;Borgworm;64034.0;4280.0;Hannuit; 0 – 14;Mannelijk;101
Waals Gewest;Luik;Borgworm;64034.0;4280.0;Hannuit; 0 – 14;Vrouwelijk;73
Waals Gewest;Luik;Borgworm;64034.0;4280.0;Hannuit;15 – 64;Mannelijk;843
Waals Gewest;Luik;Borgworm;64034.0;4280.0;Hannuit;15 – 64;Vrouwelijk;982
Waals Gewest;Luik;Borgworm;64034.0;4280.0;Hannuit;65 – ...;Mannelijk;527
Waals Gewest;Luik;Borgworm;64034.0;4280.0;Hannuit;65 – ...;Vrouwelijk;628
Waals Gewest;Luik;Borgworm;64047.0;4287.0;Lijsem; 0 – 14;Mannelijk;19
Waals Gewest;Luik;Borgworm;64047.0;4287.0;Lijsem; 0 – 14;Vrouwelijk;17
Waals Gewest;Luik;Borgworm;64047.0;4287.0;Lijsem;15 – 64;Mannelijk;157
Waals Gewest;Luik;Borgworm;64047.0;4287.0;Lijsem;15 – 64;Vrouwelijk;266
Waals Gewest;Luik;Borgworm;64047.0;4287.0;Lijsem;65 – ...;Mannelijk;112
Waals Gewest;Luik;Borgworm;64047.0;4287.0;Lijsem;65 – ...;Vrouwelijk;96
Waals Gewest;Luik;Borgworm;64056.0;4360.0;Oerle; 0 – 14;Mannelijk;18
Waals Gewest;Luik;Borgworm;64056.0;4360.0;Oerle; 0 – 14;Vrouwelijk;17
Waals Gewest;Luik;Borgworm;64056.0;4360.0;Oerle;15 – 64;Mannelijk;222
Waals Gewest;Luik;Borgworm;64056.0;4360.0;Oerle;15 – 64;Vrouwelijk;330
Waals Gewest;Luik;Borgworm;64056.0;4360.0;Oerle;65 – ...;Mannelijk;126
Waals Gewest;Luik;Borgworm;64056.0;4360.0;Oerle;65 – ...;Vrouwelijk;88
Waals Gewest;Luik;Borgworm;64063.0;4350.0;Remicourt; 0 – 14;Mannelijk;66
Waals Gewest;Luik;Borgworm;64063.0;4350.0;Remicourt; 0 – 14;Vrouwelijk;39
Waals Gewest;Luik;Borgworm;64063.0;4350.0;Remicourt;15 – 64;Mannelijk;388
Waals Gewest;Luik;Borgworm;64063.0;4350.0;Remicourt;15 – 64;Vrouwelijk;396
Waals Gewest;Luik;Borgworm;64063.0;4350.0;Remicourt;65 – ...;Mannelijk;160
Waals Gewest;Luik;Borgworm;64063.0;4350.0;Remicourt;65 – ...;Vrouwelijk;272
Waals Gewest;Luik;Borgworm;64065.0;4470.0;Saint-Georges-sur-Meuse; 0 – 14;Mannelijk;83
Waals Gewest;Luik;Borgworm;64065.0;4470.0;Saint-Georges-sur-Meuse; 0 – 14;Vrouwelijk;32
Waals Gewest;Luik;Borgworm;64065.0;4470.0;Saint-Georges-sur-Meuse;15 – 64;Mannelijk;386
Waals Gewest;Luik;Borgworm;64065.0;4470.0;Saint-Georges-sur-Meuse;15 – 64;Vrouwelijk;524
Waals Gewest;Luik;Borgworm;64065.0;4470.0;Saint-Georges-sur-Meuse;65 – ...;Mannelijk;328
Waals Gewest;Luik;Borgworm;64065.0;4470.0;Saint-Georges-sur-Meuse;65 – ...;Vrouwelijk;239
Waals Gewest;Luik;Borgworm;64074.0;4300.0;Borgworm; 0 – 14;Mannelijk;117
Waals Gewest;Luik;Borgworm;64074.0;4300.0;Borgworm; 0 – 14;Vrouwelijk;89
Waals Gewest;Luik;Borgworm;64074.0;4300.0;Borgworm;15 – 64;Mannelijk;916
Waals Gewest;Luik;Borgworm;64074.0;4300.0;Borgworm;15 – 64;Vrouwelijk;1403
Waals Gewest;Luik;Borgworm;64074.0;4300.0;Borgworm;65 – ...;Mannelijk;961
Waals Gewest;Luik;Borgworm;64074.0;4300.0;Borgworm;65 – ...;Vrouwelijk;877
Waals Gewest;Luik;Borgworm;64075.0;4219.0;Wasseiges; 0 – 14;Mannelijk;23
Waals Gewest;Luik;Borgworm;64075.0;4219.0;Wasseiges; 0 – 14;Vrouwelijk;17
Waals Gewest;Luik;Borgworm;64075.0;4219.0;Wasseiges;15 – 64;Mannelijk;179
Waals Gewest;Luik;Borgworm;64075.0;4219.0;Wasseiges;15 – 64;Vrouwelijk;153
Waals Gewest;Luik;Borgworm;64075.0;4219.0;Wasseiges;65 – ...;Mannelijk;73
Waals Gewest;Luik;Borgworm;64075.0;4219.0;Wasseiges;65 – ...;Vrouwelijk;50
Waals Gewest;Luik;Borgworm;64076.0;4317.0;Faimes; 0 – 14;Mannelijk;99
Waals Gewest;Luik;Borgworm;64076.0;4317.0;Faimes; 0 – 14;Vrouwelijk;18
Waals Gewest;Luik;Borgworm;64076.0;4317.0;Faimes;15 – 64;Mannelijk;210
Waals Gewest;Luik;Borgworm;64076.0;4317.0;Faimes;15 – 64;Vrouwelijk;281
Waals Gewest;Luik;Borgworm;64076.0;4317.0;Faimes;65 – ...;Mannelijk;131
Waals Gewest;Luik;Borgworm;64076.0;4317.0;Faimes;65 – ...;Vrouwelijk;90
Waals Gewest;Luxemburg;Aarlen;81001.0;6700.0;Aarlen; 0 – 14;Mannelijk;176
Waals Gewest;Luxemburg;Aarlen;81001.0;6700.0;Aarlen; 0 – 14;Vrouwelijk;90
Waals Gewest;Luxemburg;Aarlen;81001.0;6700.0;Aarlen;15 – 64;Mannelijk;1254
Waals Gewest;Luxemburg;Aarlen;81001.0;6700.0;Aarlen;15 – 64;Vrouwelijk;1594
Waals Gewest;Luxemburg;Aarlen;81001.0;6700.0;Aarlen;65 – ...;Mannelijk;591
Waals Gewest;Luxemburg;Aarlen;81001.0;6700.0;Aarlen;65 – ...;Vrouwelijk;729
Waals Gewest;Luxemburg;Aarlen;81003.0;6717.0;Attert; 0 – 14;Mannelijk;26
Waals Gewest;Luxemburg;Aarlen;81003.0;6717.0;Attert; 0 – 14;Vrouwelijk;20
Waals Gewest;Luxemburg;Aarlen;81003.0;6717.0;Attert;15 – 64;Mannelijk;201
Waals Gewest;Luxemburg;Aarlen;81003.0;6717.0;Attert;15 – 64;Vrouwelijk;227
Waals Gewest;Luxemburg;Aarlen;81003.0;6717.0;Attert;65 – ...;Mannelijk;140
Waals Gewest;Luxemburg;Aarlen;81003.0;6717.0;Attert;65 – ...;Vrouwelijk;107
Waals Gewest;Luxemburg;Aarlen;81004.0;6790.0;Aubange; 0 – 14;Mannelijk;87
Waals Gewest;Luxemburg;Aarlen;81004.0;6790.0;Aubange; 0 – 14;Vrouwelijk;66
Waals Gewest;Luxemburg;Aarlen;81004.0;6790.0;Aubange;15 – 64;Mannelijk;738
Waals Gewest;Luxemburg;Aarlen;81004.0;6790.0;Aubange;15 – 64;Vrouwelijk;839
Waals Gewest;Luxemburg;Aarlen;81004.0;6790.0;Aubange;65 – ...;Mannelijk;445
Waals Gewest;Luxemburg;Aarlen;81004.0;6790.0;Aubange;65 – ...;Vrouwelijk;313
Waals Gewest;Luxemburg;Aarlen;81013.0;6630.0;Martelange; 0 – 14;Mannelijk;15
Waals Gewest;Luxemburg;Aarlen;81013.0;6630.0;Martelange; 0 – 14;Vrouwelijk;4
Waals Gewest;Luxemburg;Aarlen;81013.0;6630.0;Martelange;15 – 64;Mannelijk;117
Waals Gewest;Luxemburg;Aarlen;81013.0;6630.0;Martelange;15 – 64;Vrouwelijk;115
Waals Gewest;Luxemburg;Aarlen;81013.0;6630.0;Martelange;65 – ...;Mannelijk;36
Waals Gewest;Luxemburg;Aarlen;81013.0;6630.0;Martelange;65 – ...;Vrouwelijk;41
Waals Gewest;Luxemburg;Aarlen;81015.0;6780.0;Messancy; 0 – 14;Mannelijk;42
Waals Gewest;Luxemburg;Aarlen;81015.0;6780.0;Messancy; 0 – 14;Vrouwelijk;18
Waals Gewest;Luxemburg;Aarlen;81015.0;6780.0;Messancy;15 – 64;Mannelijk;375
Waals Gewest;Luxemburg;Aarlen;81015.0;6780.0;Messancy;15 – 64;Vrouwelijk;344
Waals Gewest;Luxemburg;Aarlen;81015.0;6780.0;Messancy;65 – ...;Mannelijk;238
Waals Gewest;Luxemburg;Aarlen;81015.0;6780.0;Messancy;65 – ...;Vrouwelijk;230
Waals Gewest;Luxemburg;Bastenaken;82003.0;6600.0;Bastenaken; 0 – 14;Mannelijk;116
Waals Gewest;Luxemburg;Bastenaken;82003.0;6600.0;Bastenaken; 0 – 14;Vrouwelijk;72
Waals Gewest;Luxemburg;Bastenaken;82003.0;6600.0;Bastenaken;15 – 64;Mannelijk;1030
Waals Gewest;Luxemburg;Bastenaken;82003.0;6600.0;Bastenaken;15 – 64;Vrouwelijk;1054
Waals Gewest;Luxemburg;Bastenaken;82003.0;6600.0;Bastenaken;65 – ...;Mannelijk;338
Waals Gewest;Luxemburg;Bastenaken;82003.0;6600.0;Bastenaken;65 – ...;Vrouwelijk;456
Waals Gewest;Luxemburg;Bastenaken;82005.0;6687.0;Bertogne; 0 – 14;Mannelijk;53
Waals Gewest;Luxemburg;Bastenaken;82005.0;6687.0;Bertogne; 0 – 14;Vrouwelijk;37
Waals Gewest;Luxemburg;Bastenaken;82005.0;6687.0;Bertogne;15 – 64;Mannelijk;221
Waals Gewest;Luxemburg;Bastenaken;82005.0;6687.0;Bertogne;15 – 64;Vrouwelijk;188
Waals Gewest;Luxemburg;Bastenaken;82005.0;6687.0;Bertogne;65 – ...;Mannelijk;86
Waals Gewest;Luxemburg;Bastenaken;82005.0;6687.0;Bertogne;65 – ...;Vrouwelijk;67
Waals Gewest;Luxemburg;Bastenaken;82009.0;6637.0;Fauvillers; 0 – 14;Mannelijk;12
Waals Gewest;Luxemburg;Bastenaken;82009.0;6637.0;Fauvillers; 0 – 14;Vrouwelijk;20
Waals Gewest;Luxemburg;Bastenaken;82009.0;6637.0;Fauvillers;15 – 64;Mannelijk;151
Waals Gewest;Luxemburg;Bastenaken;82009.0;6637.0;Fauvillers;15 – 64;Vrouwelijk;163
Waals Gewest;Luxemburg;Bastenaken;82009.0;6637.0;Fauvillers;65 – ...;Mannelijk;49
Waals Gewest;Luxemburg;Bastenaken;82009.0;6637.0;Fauvillers;65 – ...;Vrouwelijk;90
Waals Gewest;Luxemburg;Bastenaken;82014.0;6660.0;Houffalize; 0 – 14;Mannelijk;19
Waals Gewest;Luxemburg;Bastenaken;82014.0;6660.0;Houffalize; 0 – 14;Vrouwelijk;25
Waals Gewest;Luxemburg;Bastenaken;82014.0;6660.0;Houffalize;15 – 64;Mannelijk;428
Waals Gewest;Luxemburg;Bastenaken;82014.0;6660.0;Houffalize;15 – 64;Vrouwelijk;421
Waals Gewest;Luxemburg;Bastenaken;82014.0;6660.0;Houffalize;65 – ...;Mannelijk;165
Waals Gewest;Luxemburg;Bastenaken;82014.0;6660.0;Houffalize;65 – ...;Vrouwelijk;168
Waals Gewest;Luxemburg;Bastenaken;82032.0;6690.0;Vielsalm; 0 – 14;Mannelijk;136
Waals Gewest;Luxemburg;Bastenaken;82032.0;6690.0;Vielsalm; 0 – 14;Vrouwelijk;26
Waals Gewest;Luxemburg;Bastenaken;82032.0;6690.0;Vielsalm;15 – 64;Mannelijk;521
Waals Gewest;Luxemburg;Bastenaken;82032.0;6690.0;Vielsalm;15 – 64;Vrouwelijk;617
Waals Gewest;Luxemburg;Bastenaken;82032.0;6690.0;Vielsalm;65 – ...;Mannelijk;214
Waals Gewest;Luxemburg;Bastenaken;82032.0;6690.0;Vielsalm;65 – ...;Vrouwelijk;243
Waals Gewest;Luxemburg;Bastenaken;82036.0;6640.0;Vaux-sur-Sûre; 0 – 14;Mannelijk;60
Waals Gewest;Luxemburg;Bastenaken;82036.0;6640.0;Vaux-sur-Sûre; 0 – 14;Vrouwelijk;22
Waals Gewest;Luxemburg;Bastenaken;82036.0;6640.0;Vaux-sur-Sûre;15 – 64;Mannelijk;261
Waals Gewest;Luxemburg;Bastenaken;82036.0;6640.0;Vaux-sur-Sûre;15 – 64;Vrouwelijk;357
Waals Gewest;Luxemburg;Bastenaken;82036.0;6640.0;Vaux-sur-Sûre;65 – ...;Mannelijk;139
Waals Gewest;Luxemburg;Bastenaken;82036.0;6640.0;Vaux-sur-Sûre;65 – ...;Vrouwelijk;106
Waals Gewest;Luxemburg;Bastenaken;82037.0;6670.0;Gouvy; 0 – 14;Mannelijk;55
Waals Gewest;Luxemburg;Bastenaken;82037.0;6670.0;Gouvy; 0 – 14;Vrouwelijk;34
Waals Gewest;Luxemburg;Bastenaken;82037.0;6670.0;Gouvy;15 – 64;Mannelijk;401
Waals Gewest;Luxemburg;Bastenaken;82037.0;6670.0;Gouvy;15 – 64;Vrouwelijk;487
Waals Gewest;Luxemburg;Bastenaken;82037.0;6670.0;Gouvy;65 – ...;Mannelijk;205
Waals Gewest;Luxemburg;Bastenaken;82037.0;6670.0;Gouvy;65 – ...;Vrouwelijk;110
Waals Gewest;Luxemburg;Bastenaken;82038.0;6680.0;Sainte-Ode; 0 – 14;Mannelijk;23
Waals Gewest;Luxemburg;Bastenaken;82038.0;6680.0;Sainte-Ode; 0 – 14;Vrouwelijk;21
Waals Gewest;Luxemburg;Bastenaken;82038.0;6680.0;Sainte-Ode;15 – 64;Mannelijk;124
Waals Gewest;Luxemburg;Bastenaken;82038.0;6680.0;Sainte-Ode;15 – 64;Vrouwelijk;184
Waals Gewest;Luxemburg;Bastenaken;82038.0;6680.0;Sainte-Ode;65 – ...;Mannelijk;49
Waals Gewest;Luxemburg;Bastenaken;82038.0;6680.0;Sainte-Ode;65 – ...;Vrouwelijk;59
Waals Gewest;Luxemburg;Marche-en-Famenne;83012.0;6940.0;Durbuy; 0 – 14;Mannelijk;42
Waals Gewest;Luxemburg;Marche-en-Famenne;83012.0;6940.0;Durbuy; 0 – 14;Vrouwelijk;72
Waals Gewest;Luxemburg;Marche-en-Famenne;83012.0;6940.0;Durbuy;15 – 64;Mannelijk;581
Waals Gewest;Luxemburg;Marche-en-Famenne;83012.0;6940.0;Durbuy;15 – 64;Vrouwelijk;668
Waals Gewest;Luxemburg;Marche-en-Famenne;83012.0;6940.0;Durbuy;65 – ...;Mannelijk;242
Waals Gewest;Luxemburg;Marche-en-Famenne;83012.0;6940.0;Durbuy;65 – ...;Vrouwelijk;328
Waals Gewest;Luxemburg;Marche-en-Famenne;83013.0;6997.0;Érezée; 0 – 14;Mannelijk;21
Waals Gewest;Luxemburg;Marche-en-Famenne;83013.0;6997.0;Érezée; 0 – 14;Vrouwelijk;15
Waals Gewest;Luxemburg;Marche-en-Famenne;83013.0;6997.0;Érezée;15 – 64;Mannelijk;196
Waals Gewest;Luxemburg;Marche-en-Famenne;83013.0;6997.0;Érezée;15 – 64;Vrouwelijk;136
Waals Gewest;Luxemburg;Marche-en-Famenne;83013.0;6997.0;Érezée;65 – ...;Mannelijk;107
Waals Gewest;Luxemburg;Marche-en-Famenne;83013.0;6997.0;Érezée;65 – ...;Vrouwelijk;191
Waals Gewest;Luxemburg;Marche-en-Famenne;83028.0;6990.0;Hotton; 0 – 14;Mannelijk;43
Waals Gewest;Luxemburg;Marche-en-Famenne;83028.0;6990.0;Hotton; 0 – 14;Vrouwelijk;25
Waals Gewest;Luxemburg;Marche-en-Famenne;83028.0;6990.0;Hotton;15 – 64;Mannelijk;319
Waals Gewest;Luxemburg;Marche-en-Famenne;83028.0;6990.0;Hotton;15 – 64;Vrouwelijk;449
Waals Gewest;Luxemburg;Marche-en-Famenne;83028.0;6990.0;Hotton;65 – ...;Mannelijk;159
Waals Gewest;Luxemburg;Marche-en-Famenne;83028.0;6990.0;Hotton;65 – ...;Vrouwelijk;166
Waals Gewest;Luxemburg;Marche-en-Famenne;83031.0;6980.0;La Roche-en-Ardenne; 0 – 14;Mannelijk;21
Waals Gewest;Luxemburg;Marche-en-Famenne;83031.0;6980.0;La Roche-en-Ardenne; 0 – 14;Vrouwelijk;8
Waals Gewest;Luxemburg;Marche-en-Famenne;83031.0;6980.0;La Roche-en-Ardenne;15 – 64;Mannelijk;187
Waals Gewest;Luxemburg;Marche-en-Famenne;83031.0;6980.0;La Roche-en-Ardenne;15 – 64;Vrouwelijk;273
Waals Gewest;Luxemburg;Marche-en-Famenne;83031.0;6980.0;La Roche-en-Ardenne;65 – ...;Mannelijk;100
Waals Gewest;Luxemburg;Marche-en-Famenne;83031.0;6980.0;La Roche-en-Ardenne;65 – ...;Vrouwelijk;150
Waals Gewest;Luxemburg;Marche-en-Famenne;83034.0;6900.0;Marche-en-Famenne; 0 – 14;Mannelijk;137
Waals Gewest;Luxemburg;Marche-en-Famenne;83034.0;6900.0;Marche-en-Famenne; 0 – 14;Vrouwelijk;82
Waals Gewest;Luxemburg;Marche-en-Famenne;83034.0;6900.0;Marche-en-Famenne;15 – 64;Mannelijk;1123
Waals Gewest;Luxemburg;Marche-en-Famenne;83034.0;6900.0;Marche-en-Famenne;15 – 64;Vrouwelijk;1456
Waals Gewest;Luxemburg;Marche-en-Famenne;83034.0;6900.0;Marche-en-Famenne;65 – ...;Mannelijk;455
Waals Gewest;Luxemburg;Marche-en-Famenne;83034.0;6900.0;Marche-en-Famenne;65 – ...;Vrouwelijk;522
Waals Gewest;Luxemburg;Marche-en-Famenne;83040.0;6950.0;Nassogne; 0 – 14;Mannelijk;74
Waals Gewest;Luxemburg;Marche-en-Famenne;83040.0;6950.0;Nassogne; 0 – 14;Vrouwelijk;24
Waals Gewest;Luxemburg;Marche-en-Famenne;83040.0;6950.0;Nassogne;15 – 64;Mannelijk;399
Waals Gewest;Luxemburg;Marche-en-Famenne;83040.0;6950.0;Nassogne;15 – 64;Vrouwelijk;352
Waals Gewest;Luxemburg;Marche-en-Famenne;83040.0;6950.0;Nassogne;65 – ...;Mannelijk;102
Waals Gewest;Luxemburg;Marche-en-Famenne;83040.0;6950.0;Nassogne;65 – ...;Vrouwelijk;148
Waals Gewest;Luxemburg;Marche-en-Famenne;83044.0;6987.0;Rendeux; 0 – 14;Mannelijk;12
Waals Gewest;Luxemburg;Marche-en-Famenne;83044.0;6987.0;Rendeux; 0 – 14;Vrouwelijk;19
Waals Gewest;Luxemburg;Marche-en-Famenne;83044.0;6987.0;Rendeux;15 – 64;Mannelijk;108
Waals Gewest;Luxemburg;Marche-en-Famenne;83044.0;6987.0;Rendeux;15 – 64;Vrouwelijk;212
Waals Gewest;Luxemburg;Marche-en-Famenne;83044.0;6987.0;Rendeux;65 – ...;Mannelijk;92
Waals Gewest;Luxemburg;Marche-en-Famenne;83044.0;6987.0;Rendeux;65 – ...;Vrouwelijk;45
Waals Gewest;Luxemburg;Marche-en-Famenne;83049.0;6970.0;Tenneville; 0 – 14;Mannelijk;14
Waals Gewest;Luxemburg;Marche-en-Famenne;83049.0;6970.0;Tenneville; 0 – 14;Vrouwelijk;7
Waals Gewest;Luxemburg;Marche-en-Famenne;83049.0;6970.0;Tenneville;15 – 64;Mannelijk;154
Waals Gewest;Luxemburg;Marche-en-Famenne;83049.0;6970.0;Tenneville;15 – 64;Vrouwelijk;247
Waals Gewest;Luxemburg;Marche-en-Famenne;83049.0;6970.0;Tenneville;65 – ...;Mannelijk;61
Waals Gewest;Luxemburg;Marche-en-Famenne;83049.0;6970.0;Tenneville;65 – ...;Vrouwelijk;41
Waals Gewest;Luxemburg;Marche-en-Famenne;83055.0;6960.0;Manhay; 0 – 14;Mannelijk;17
Waals Gewest;Luxemburg;Marche-en-Famenne;83055.0;6960.0;Manhay; 0 – 14;Vrouwelijk;19
Waals Gewest;Luxemburg;Marche-en-Famenne;83055.0;6960.0;Manhay;15 – 64;Mannelijk;192
Waals Gewest;Luxemburg;Marche-en-Famenne;83055.0;6960.0;Manhay;15 – 64;Vrouwelijk;248
Waals Gewest;Luxemburg;Marche-en-Famenne;83055.0;6960.0;Manhay;65 – ...;Mannelijk;71
Waals Gewest;Luxemburg;Marche-en-Famenne;83055.0;6960.0;Manhay;65 – ...;Vrouwelijk;62
Waals Gewest;Luxemburg;Neufchâteau;84009.0;6880.0;Bertrix; 0 – 14;Mannelijk;64
Waals Gewest;Luxemburg;Neufchâteau;84009.0;6880.0;Bertrix; 0 – 14;Vrouwelijk;55
Waals Gewest;Luxemburg;Neufchâteau;84009.0;6880.0;Bertrix;15 – 64;Mannelijk;596
Waals Gewest;Luxemburg;Neufchâteau;84009.0;6880.0;Bertrix;15 – 64;Vrouwelijk;579
Waals Gewest;Luxemburg;Neufchâteau;84009.0;6880.0;Bertrix;65 – ...;Mannelijk;314
Waals Gewest;Luxemburg;Neufchâteau;84009.0;6880.0;Bertrix;65 – ...;Vrouwelijk;409
Waals Gewest;Luxemburg;Neufchâteau;84010.0;6830.0;Bouillon; 0 – 14;Mannelijk;22
Waals Gewest;Luxemburg;Neufchâteau;84010.0;6830.0;Bouillon; 0 – 14;Vrouwelijk;21
Waals Gewest;Luxemburg;Neufchâteau;84010.0;6830.0;Bouillon;15 – 64;Mannelijk;343
Waals Gewest;Luxemburg;Neufchâteau;84010.0;6830.0;Bouillon;15 – 64;Vrouwelijk;362
Waals Gewest;Luxemburg;Neufchâteau;84010.0;6830.0;Bouillon;65 – ...;Mannelijk;177
