gewest;provincie_of_brussels_hoofdstedelijk_gewest;arrondissement;nis_code;postcode;gemeente;leeftijdsgroep;geslacht;klassieke_hospita-_lisatie
Vlaams Gewest;Antwerpen;Turnhout;13002;2387;Baarle-Hertog;15 - 64;Mannelijk;38
Vlaams Gewest;Antwerpen;Turnhout;13002;2387;Baarle-Hertog;15 - 64;Vrouwelijk;91
Vlaams Gewest;Antwerpen;Turnhout;13002;2387;Baarle-Hertog;65 - ...;Mannelijk;88
Vlaams Gewest;Antwerpen;Turnhout;13002;2387;Baarle-Hertog;65 - ...;Vrouwelijk;65
Vlaams Gewest;Antwerpen;Turnhout;13003;2490;Balen;0 - 14;Mannelijk;141
Vlaams Gewest;Antwerpen;Turnhout;13003;2490;Balen;0 - 14;Vrouwelijk;188
Vlaams Gewest;Antwerpen;Turnhout;13003;2490;Balen;15 - 64;Mannelijk;698
Vlaams Gewest;Antwerpen;Turnhout;13003;2490;Balen;15 - 64;Vrouwelijk;945
Vlaams Gewest;Antwerpen;Turnhout;13003;2490;Balen;65 - ...;Mannelijk;754
Vlaams Gewest;Antwerpen;Turnhout;13003;2490;Balen;65 - ...;Vrouwelijk;650
Vlaams Gewest;Antwerpen;Turnhout;13004;2340;Beerse;0 - 14;Mannelijk;105
Vlaams Gewest;Antwerpen;Turnhout;13004;2340;Beerse;0 - 14;Vrouwelijk;77
Vlaams Gewest;Antwerpen;Turnhout;13004;2340;Beerse;15 - 64;Mannelijk;425
Vlaams Gewest;Antwerpen;Turnhout;13004;2340;Beerse;15 - 64;Vrouwelijk;613
Vlaams Gewest;Antwerpen;Turnhout;13004;2340;Beerse;65 - ...;Mannelijk;497
Vlaams Gewest;Antwerpen;Turnhout;13004;2340;Beerse;65 - ...;Vrouwelijk;434
Vlaams Gewest;Antwerpen;Turnhout;13006;2480;Dessel;0 - 14;Mannelijk;70
Vlaams Gewest;Antwerpen;Turnhout;13006;2480;Dessel;0 - 14;Vrouwelijk;56
Vlaams Gewest;Antwerpen;Turnhout;13006;2480;Dessel;15 - 64;Mannelijk;258
Vlaams Gewest;Antwerpen;Turnhout;13006;2480;Dessel;15 - 64;Vrouwelijk;359
Vlaams Gewest;Antwerpen;Turnhout;13006;2480;Dessel;65 - ...;Mannelijk;349
Vlaams Gewest;Antwerpen;Turnhout;13006;2480;Dessel;65 - ...;Vrouwelijk;251
Vlaams Gewest;Antwerpen;Turnhout;13008;2440;Geel;0 - 14;Mannelijk;240
Vlaams Gewest;Antwerpen;Turnhout;13008;2440;Geel;0 - 14;Vrouwelijk;209
Vlaams Gewest;Antwerpen;Turnhout;13008;2440;Geel;15 - 64;Mannelijk;1264
Vlaams Gewest;Antwerpen;Turnhout;13008;2440;Geel;15 - 64;Vrouwelijk;1521
Vlaams Gewest;Antwerpen;Turnhout;13008;2440;Geel;65 - ...;Mannelijk;1216
Vlaams Gewest;Antwerpen;Turnhout;13008;2440;Geel;65 - ...;Vrouwelijk;1206
Vlaams Gewest;Antwerpen;Turnhout;13010;2280;Grobbendonk;0 - 14;Mannelijk;55
Vlaams Gewest;Antwerpen;Turnhout;13010;2280;Grobbendonk;0 - 14;Vrouwelijk;68
Vlaams Gewest;Antwerpen;Turnhout;13010;2280;Grobbendonk;15 - 64;Mannelijk;249
Vlaams Gewest;Antwerpen;Turnhout;13010;2280;Grobbendonk;15 - 64;Vrouwelijk;373
Vlaams Gewest;Antwerpen;Turnhout;13010;2280;Grobbendonk;65 - ...;Mannelijk;374
Vlaams Gewest;Antwerpen;Turnhout;13010;2280;Grobbendonk;65 - ...;Vrouwelijk;292
Vlaams Gewest;Antwerpen;Turnhout;13011;2200;Herentals;0 - 14;Mannelijk;142
Vlaams Gewest;Antwerpen;Turnhout;13011;2200;Herentals;0 - 14;Vrouwelijk;121
Vlaams Gewest;Antwerpen;Turnhout;13011;2200;Herentals;15 - 64;Mannelijk;754
Vlaams Gewest;Antwerpen;Turnhout;13011;2200;Herentals;15 - 64;Vrouwelijk;1092
Vlaams Gewest;Antwerpen;Turnhout;13011;2200;Herentals;65 - ...;Mannelijk;851
Vlaams Gewest;Antwerpen;Turnhout;13011;2200;Herentals;65 - ...;Vrouwelijk;920
Vlaams Gewest;Antwerpen;Turnhout;13012;2270;Herenthout;0 - 14;Mannelijk;33
Vlaams Gewest;Antwerpen;Turnhout;13012;2270;Herenthout;0 - 14;Vrouwelijk;42
Vlaams Gewest;Antwerpen;Turnhout;13012;2270;Herenthout;15 - 64;Mannelijk;226
Vlaams Gewest;Antwerpen;Turnhout;13012;2270;Herenthout;15 - 64;Vrouwelijk;316
Vlaams Gewest;Antwerpen;Turnhout;13012;2270;Herenthout;65 - ...;Mannelijk;311
Vlaams Gewest;Antwerpen;Turnhout;13012;2270;Herenthout;65 - ...;Vrouwelijk;336
Vlaams Gewest;Antwerpen;Turnhout;13013;2230;Herselt;0 - 14;Mannelijk;44
Vlaams Gewest;Antwerpen;Turnhout;13013;2230;Herselt;0 - 14;Vrouwelijk;44
Vlaams Gewest;Antwerpen;Turnhout;13013;2230;Herselt;15 - 64;Mannelijk;401
Vlaams Gewest;Antwerpen;Turnhout;13013;2230;Herselt;15 - 64;Vrouwelijk;522
Vlaams Gewest;Antwerpen;Turnhout;13013;2230;Herselt;65 - ...;Mannelijk;518
Vlaams Gewest;Antwerpen;Turnhout;13013;2230;Herselt;65 - ...;Vrouwelijk;458
Vlaams Gewest;Antwerpen;Turnhout;13014;2320;Hoogstraten;0 - 14;Mannelijk;136
Vlaams Gewest;Antwerpen;Turnhout;13014;2320;Hoogstraten;0 - 14;Vrouwelijk;85
Vlaams Gewest;Antwerpen;Turnhout;13014;2320;Hoogstraten;15 - 64;Mannelijk;430
Vlaams Gewest;Antwerpen;Turnhout;13014;2320;Hoogstraten;15 - 64;Vrouwelijk;657
Vlaams Gewest;Antwerpen;Turnhout;13014;2320;Hoogstraten;65 - ...;Mannelijk;621
Vlaams Gewest;Antwerpen;Turnhout;13014;2320;Hoogstraten;65 - ...;Vrouwelijk;486
Vlaams Gewest;Antwerpen;Turnhout;13016;2235;Hulshout;0 - 14;Mannelijk;54
Vlaams Gewest;Antwerpen;Turnhout;13016;2235;Hulshout;0 - 14;Vrouwelijk;54
Vlaams Gewest;Antwerpen;Turnhout;13016;2235;Hulshout;15 - 64;Mannelijk;305
Vlaams Gewest;Antwerpen;Turnhout;13016;2235;Hulshout;15 - 64;Vrouwelijk;382
Vlaams Gewest;Antwerpen;Turnhout;13016;2235;Hulshout;65 - ...;Mannelijk;356
Vlaams Gewest;Antwerpen;Turnhout;13016;2235;Hulshout;65 - ...;Vrouwelijk;348
Vlaams Gewest;Antwerpen;Turnhout;13017;2460;Kasterlee;0 - 14;Mannelijk;72
Vlaams Gewest;Antwerpen;Turnhout;13017;2460;Kasterlee;0 - 14;Vrouwelijk;87
Vlaams Gewest;Antwerpen;Turnhout;13017;2460;Kasterlee;15 - 64;Mannelijk;482
Vlaams Gewest;Antwerpen;Turnhout;13017;2460;Kasterlee;15 - 64;Vrouwelijk;640
Vlaams Gewest;Antwerpen;Turnhout;13017;2460;Kasterlee;65 - ...;Mannelijk;580
Vlaams Gewest;Antwerpen;Turnhout;13017;2460;Kasterlee;65 - ...;Vrouwelijk;485
Vlaams Gewest;Antwerpen;Turnhout;13019;2275;Lille;0 - 14;Mannelijk;104
Vlaams Gewest;Antwerpen;Turnhout;13019;2275;Lille;0 - 14;Vrouwelijk;89
Vlaams Gewest;Antwerpen;Turnhout;13019;2275;Lille;15 - 64;Mannelijk;448
Vlaams Gewest;Antwerpen;Turnhout;13019;2275;Lille;15 - 64;Vrouwelijk;541
Vlaams Gewest;Antwerpen;Turnhout;13019;2275;Lille;65 - ...;Mannelijk;428
Vlaams Gewest;Antwerpen;Turnhout;13019;2275;Lille;65 - ...;Vrouwelijk;403
Vlaams Gewest;Antwerpen;Turnhout;13021;2450;Meerhout;0 - 14;Mannelijk;82
Vlaams Gewest;Antwerpen;Turnhout;13021;2450;Meerhout;0 - 14;Vrouwelijk;59
Vlaams Gewest;Antwerpen;Turnhout;13021;2450;Meerhout;15 - 64;Mannelijk;312
Vlaams Gewest;Antwerpen;Turnhout;13021;2450;Meerhout;15 - 64;Vrouwelijk;379
Vlaams Gewest;Antwerpen;Turnhout;13021;2450;Meerhout;65 - ...;Mannelijk;386
Vlaams Gewest;Antwerpen;Turnhout;13021;2450;Meerhout;65 - ...;Vrouwelijk;327
Vlaams Gewest;Antwerpen;Turnhout;13023;2330;Merksplas;0 - 14;Mannelijk;57
Vlaams Gewest;Antwerpen;Turnhout;13023;2330;Merksplas;0 - 14;Vrouwelijk;56
Vlaams Gewest;Antwerpen;Turnhout;13023;2330;Merksplas;15 - 64;Mannelijk;224
Vlaams Gewest;Antwerpen;Turnhout;13023;2330;Merksplas;15 - 64;Vrouwelijk;253
Vlaams Gewest;Antwerpen;Turnhout;13023;2330;Merksplas;65 - ...;Mannelijk;265
Vlaams Gewest;Antwerpen;Turnhout;13023;2330;Merksplas;65 - ...;Vrouwelijk;188
Vlaams Gewest;Antwerpen;Turnhout;13025;2400;Mol;0 - 14;Mannelijk;216
Vlaams Gewest;Antwerpen;Turnhout;13025;2400;Mol;0 - 14;Vrouwelijk;200
Vlaams Gewest;Antwerpen;Turnhout;13025;2400;Mol;15 - 64;Mannelijk;1083
Vlaams Gewest;Antwerpen;Turnhout;13025;2400;Mol;15 - 64;Vrouwelijk;1411
Vlaams Gewest;Antwerpen;Turnhout;13025;2400;Mol;65 - ...;Mannelijk;1175
Vlaams Gewest;Antwerpen;Turnhout;13025;2400;Mol;65 - ...;Vrouwelijk;1016
Vlaams Gewest;Antwerpen;Turnhout;13029;2250;Olen;0 - 14;Mannelijk;56
Vlaams Gewest;Antwerpen;Turnhout;13029;2250;Olen;0 - 14;Vrouwelijk;55
Vlaams Gewest;Antwerpen;Turnhout;13029;2250;Olen;15 - 64;Mannelijk;308
Vlaams Gewest;Antwerpen;Turnhout;13029;2250;Olen;15 - 64;Vrouwelijk;441
Vlaams Gewest;Antwerpen;Turnhout;13029;2250;Olen;65 - ...;Mannelijk;391
Vlaams Gewest;Antwerpen;Turnhout;13029;2250;Olen;65 - ...;Vrouwelijk;347
Vlaams Gewest;Antwerpen;Turnhout;13031;2360;Oud-Turnhout;0 - 14;Mannelijk;67
Vlaams Gewest;Antwerpen;Turnhout;13031;2360;Oud-Turnhout;0 - 14;Vrouwelijk;63
Vlaams Gewest;Antwerpen;Turnhout;13031;2360;Oud-Turnhout;15 - 64;Mannelijk;280
Vlaams Gewest;Antwerpen;Turnhout;13031;2360;Oud-Turnhout;15 - 64;Vrouwelijk;419
Vlaams Gewest;Antwerpen;Turnhout;13031;2360;Oud-Turnhout;65 - ...;Mannelijk;444
Vlaams Gewest;Antwerpen;Turnhout;13031;2360;Oud-Turnhout;65 - ...;Vrouwelijk;337
Vlaams Gewest;Antwerpen;Turnhout;13035;2380;Ravels;0 - 14;Mannelijk;87
Vlaams Gewest;Antwerpen;Turnhout;13035;2380;Ravels;0 - 14;Vrouwelijk;57
Vlaams Gewest;Antwerpen;Turnhout;13035;2380;Ravels;15 - 64;Mannelijk;320
Vlaams Gewest;Antwerpen;Turnhout;13035;2380;Ravels;15 - 64;Vrouwelijk;538
Vlaams Gewest;Antwerpen;Turnhout;13035;2380;Ravels;65 - ...;Mannelijk;446
Vlaams Gewest;Antwerpen;Turnhout;13035;2380;Ravels;65 - ...;Vrouwelijk;403
Vlaams Gewest;Antwerpen;Turnhout;13036;2470;Retie;0 - 14;Mannelijk;43
Vlaams Gewest;Antwerpen;Turnhout;13036;2470;Retie;0 - 14;Vrouwelijk;48
Vlaams Gewest;Antwerpen;Turnhout;13036;2470;Retie;15 - 64;Mannelijk;270
Vlaams Gewest;Antwerpen;Turnhout;13036;2470;Retie;15 - 64;Vrouwelijk;366
Vlaams Gewest;Antwerpen;Turnhout;13036;2470;Retie;65 - ...;Mannelijk;359
Vlaams Gewest;Antwerpen;Turnhout;13036;2470;Retie;65 - ...;Vrouwelijk;267
Vlaams Gewest;Antwerpen;Turnhout;13037;2310;Rijkevorsel;0 - 14;Mannelijk;80
Vlaams Gewest;Antwerpen;Turnhout;13037;2310;Rijkevorsel;0 - 14;Vrouwelijk;71
Vlaams Gewest;Antwerpen;Turnhout;13037;2310;Rijkevorsel;15 - 64;Mannelijk;333
Vlaams Gewest;Antwerpen;Turnhout;13037;2310;Rijkevorsel;15 - 64;Vrouwelijk;492
Vlaams Gewest;Antwerpen;Turnhout;13037;2310;Rijkevorsel;65 - ...;Mannelijk;433
Vlaams Gewest;Antwerpen;Turnhout;13037;2310;Rijkevorsel;65 - ...;Vrouwelijk;397
Vlaams Gewest;Antwerpen;Turnhout;13040;2300;Turnhout;0 - 14;Mannelijk;299
Vlaams Gewest;Antwerpen;Turnhout;13040;2300;Turnhout;0 - 14;Vrouwelijk;249
Vlaams Gewest;Antwerpen;Turnhout;13040;2300;Turnhout;15 - 64;Mannelijk;1058
Vlaams Gewest;Antwerpen;Turnhout;13040;2300;Turnhout;15 - 64;Vrouwelijk;1716
Vlaams Gewest;Antwerpen;Turnhout;13040;2300;Turnhout;65 - ...;Mannelijk;1276
Vlaams Gewest;Antwerpen;Turnhout;13040;2300;Turnhout;65 - ...;Vrouwelijk;1308
Vlaams Gewest;Antwerpen;Turnhout;13044;2290;Vorselaar;0 - 14;Mannelijk;41
Vlaams Gewest;Antwerpen;Turnhout;13044;2290;Vorselaar;0 - 14;Vrouwelijk;53
Vlaams Gewest;Antwerpen;Turnhout;13044;2290;Vorselaar;15 - 64;Mannelijk;216
Vlaams Gewest;Antwerpen;Turnhout;13044;2290;Vorselaar;15 - 64;Vrouwelijk;296
Vlaams Gewest;Antwerpen;Turnhout;13044;2290;Vorselaar;65 - ...;Mannelijk;232
Vlaams Gewest;Antwerpen;Turnhout;13044;2290;Vorselaar;65 - ...;Vrouwelijk;223
Vlaams Gewest;Antwerpen;Turnhout;13046;2350;Vosselaar;0 - 14;Mannelijk;50
Vlaams Gewest;Antwerpen;Turnhout;13046;2350;Vosselaar;0 - 14;Vrouwelijk;55
Vlaams Gewest;Antwerpen;Turnhout;13046;2350;Vosselaar;15 - 64;Mannelijk;257
Vlaams Gewest;Antwerpen;Turnhout;13046;2350;Vosselaar;15 - 64;Vrouwelijk;395
Vlaams Gewest;Antwerpen;Turnhout;13046;2350;Vosselaar;65 - ...;Mannelijk;288
Vlaams Gewest;Antwerpen;Turnhout;13046;2350;Vosselaar;65 - ...;Vrouwelijk;266
Vlaams Gewest;Antwerpen;Turnhout;13049;2260;Westerlo;0 - 14;Mannelijk;112
Vlaams Gewest;Antwerpen;Turnhout;13049;2260;Westerlo;0 - 14;Vrouwelijk;89
Vlaams Gewest;Antwerpen;Turnhout;13049;2260;Westerlo;15 - 64;Mannelijk;664
Vlaams Gewest;Antwerpen;Turnhout;13049;2260;Westerlo;15 - 64;Vrouwelijk;906
Vlaams Gewest;Antwerpen;Turnhout;13049;2260;Westerlo;65 - ...;Mannelijk;871
Vlaams Gewest;Antwerpen;Turnhout;13049;2260;Westerlo;65 - ...;Vrouwelijk;646
Vlaams Gewest;Antwerpen;Turnhout;13053;2430;Laakdal;0 - 14;Mannelijk;97
Vlaams Gewest;Antwerpen;Turnhout;13053;2430;Laakdal;0 - 14;Vrouwelijk;87
Vlaams Gewest;Antwerpen;Turnhout;13053;2430;Laakdal;15 - 64;Mannelijk;501
Vlaams Gewest;Antwerpen;Turnhout;13053;2430;Laakdal;15 - 64;Vrouwelijk;604
Vlaams Gewest;Antwerpen;Turnhout;13053;2430;Laakdal;65 - ...;Mannelijk;523
Vlaams Gewest;Antwerpen;Turnhout;13053;2430;Laakdal;65 - ...;Vrouwelijk;483
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23002;1730;Asse;0 - 14;Mannelijk;177
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23002;1730;Asse;0 - 14;Vrouwelijk;170
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23002;1730;Asse;15 - 64;Mannelijk;711
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23002;1730;Asse;15 - 64;Vrouwelijk;1212
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23002;1730;Asse;65 - ...;Mannelijk;865
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23002;1730;Asse;65 - ...;Vrouwelijk;874
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23003;1650;Beersel;0 - 14;Mannelijk;107
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23003;1650;Beersel;0 - 14;Vrouwelijk;81
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23003;1650;Beersel;15 - 64;Mannelijk;542
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23003;1650;Beersel;15 - 64;Vrouwelijk;851
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23003;1650;Beersel;65 - ...;Mannelijk;613
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23003;1650;Beersel;65 - ...;Vrouwelijk;665
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23009;1547;Bever;0 - 14;Mannelijk;5
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23009;1547;Bever;0 - 14;Vrouwelijk;15
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23009;1547;Bever;15 - 64;Mannelijk;59
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23009;1547;Bever;15 - 64;Vrouwelijk;60
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23009;1547;Bever;65 - ...;Mannelijk;62
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23009;1547;Bever;65 - ...;Vrouwelijk;52
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23016;1700;Dilbeek;0 - 14;Mannelijk;228
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23016;1700;Dilbeek;0 - 14;Vrouwelijk;151
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23016;1700;Dilbeek;15 - 64;Mannelijk;969
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23016;1700;Dilbeek;15 - 64;Vrouwelijk;1498
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23016;1700;Dilbeek;65 - ...;Mannelijk;1263
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23016;1700;Dilbeek;65 - ...;Vrouwelijk;1279
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23023;1570;Galmaarden;0 - 14;Mannelijk;49
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23023;1570;Galmaarden;0 - 14;Vrouwelijk;46
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23023;1570;Galmaarden;15 - 64;Mannelijk;255
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23023;1570;Galmaarden;15 - 64;Vrouwelijk;286
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23023;1570;Galmaarden;65 - ...;Mannelijk;214
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23023;1570;Galmaarden;65 - ...;Vrouwelijk;233
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23024;1755;Gooik;0 - 14;Mannelijk;36
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23024;1755;Gooik;0 - 14;Vrouwelijk;29
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23024;1755;Gooik;15 - 64;Mannelijk;220
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23024;1755;Gooik;15 - 64;Vrouwelijk;269
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23024;1755;Gooik;65 - ...;Mannelijk;260
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23024;1755;Gooik;65 - ...;Vrouwelijk;273
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23025;1850;Grimbergen;0 - 14;Mannelijk;172
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23025;1850;Grimbergen;0 - 14;Vrouwelijk;142
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23025;1850;Grimbergen;15 - 64;Mannelijk;810
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23025;1850;Grimbergen;15 - 64;Vrouwelijk;1320
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23025;1850;Grimbergen;65 - ...;Mannelijk;995
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23025;1850;Grimbergen;65 - ...;Vrouwelijk;1058
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23027;1500;Halle (Vlaams-Brabant);0 - 14;Mannelijk;222
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23027;1500;Halle (Vlaams-Brabant);0 - 14;Vrouwelijk;181
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23027;1500;Halle (Vlaams-Brabant);15 - 64;Mannelijk;930
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23027;1500;Halle (Vlaams-Brabant);15 - 64;Vrouwelijk;1458
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23027;1500;Halle (Vlaams-Brabant);65 - ...;Mannelijk;1124
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23027;1500;Halle (Vlaams-Brabant);65 - ...;Vrouwelijk;1194
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23032;1540;Herne;0 - 14;Mannelijk;31
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23032;1540;Herne;0 - 14;Vrouwelijk;14
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23032;1540;Herne;15 - 64;Mannelijk;174
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23032;1540;Herne;15 - 64;Vrouwelijk;233
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23032;1540;Herne;65 - ...;Mannelijk;199
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23032;1540;Herne;65 - ...;Vrouwelijk;189
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23033;1560;Hoeilaart;0 - 14;Mannelijk;59
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23033;1560;Hoeilaart;0 - 14;Vrouwelijk;46
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23033;1560;Hoeilaart;15 - 64;Mannelijk;205
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23033;1560;Hoeilaart;15 - 64;Vrouwelijk;349
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23033;1560;Hoeilaart;65 - ...;Mannelijk;254
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23033;1560;Hoeilaart;65 - ...;Vrouwelijk;284
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23038;1910;Kampenhout;0 - 14;Mannelijk;56
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23038;1910;Kampenhout;0 - 14;Vrouwelijk;39
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23038;1910;Kampenhout;15 - 64;Mannelijk;260
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23038;1910;Kampenhout;15 - 64;Vrouwelijk;350
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23038;1910;Kampenhout;65 - ...;Mannelijk;308
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23038;1910;Kampenhout;65 - ...;Vrouwelijk;329
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23039;1880;Kapelle-op-den-Bos;0 - 14;Mannelijk;31
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23039;1880;Kapelle-op-den-Bos;0 - 14;Vrouwelijk;32
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23039;1880;Kapelle-op-den-Bos;15 - 64;Mannelijk;235
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23039;1880;Kapelle-op-den-Bos;15 - 64;Vrouwelijk;347
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23039;1880;Kapelle-op-den-Bos;65 - ...;Mannelijk;271
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23039;1880;Kapelle-op-den-Bos;65 - ...;Vrouwelijk;280
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23044;1770;Liedekerke;0 - 14;Mannelijk;75
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23044;1770;Liedekerke;0 - 14;Vrouwelijk;72
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23044;1770;Liedekerke;15 - 64;Mannelijk;373
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23044;1770;Liedekerke;15 - 64;Vrouwelijk;468
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23044;1770;Liedekerke;65 - ...;Mannelijk;401
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23044;1770;Liedekerke;65 - ...;Vrouwelijk;368
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23045;1840;Londerzeel;0 - 14;Mannelijk;75
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23045;1840;Londerzeel;0 - 14;Vrouwelijk;65
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23045;1840;Londerzeel;15 - 64;Mannelijk;436
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23045;1840;Londerzeel;15 - 64;Vrouwelijk;617
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23045;1840;Londerzeel;65 - ...;Mannelijk;546
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23045;1840;Londerzeel;65 - ...;Vrouwelijk;527
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23047;1830;Machelen (Vlaams-Brabant);0 - 14;Mannelijk;82
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23047;1830;Machelen (Vlaams-Brabant);0 - 14;Vrouwelijk;59
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23047;1830;Machelen (Vlaams-Brabant);15 - 64;Mannelijk;388
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23047;1830;Machelen (Vlaams-Brabant);15 - 64;Vrouwelijk;643
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23047;1830;Machelen (Vlaams-Brabant);65 - ...;Mannelijk;380
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23047;1830;Machelen (Vlaams-Brabant);65 - ...;Vrouwelijk;344
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23050;1860;Meise;0 - 14;Mannelijk;72
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23050;1860;Meise;0 - 14;Vrouwelijk;67
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23050;1860;Meise;15 - 64;Mannelijk;419
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23050;1860;Meise;15 - 64;Vrouwelijk;597
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23050;1860;Meise;65 - ...;Mannelijk;576
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23050;1860;Meise;65 - ...;Vrouwelijk;558
