région;province;arrondissement;code_ins;code_postal;commune;classe_d'âge;sexe;nombre_de_séjours
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;Retraités;Masculin;703
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;Retraités;Féminin;764
Région flamande;Anvers;Malines;12040;2830;Willebroek;Enfants;Masculin;191
Région flamande;Anvers;Malines;12040;2830;Willebroek;Enfants;Féminin;122
Région flamande;Anvers;Malines;12040;2830;Willebroek;Actifs;Masculin;789
Région flamande;Anvers;Malines;12040;2830;Willebroek;Actifs;Féminin;1251
Région flamande;Anvers;Malines;12040;2830;Willebroek;Retraités;Masculin;893
Région flamande;Anvers;Malines;12040;2830;Willebroek;Retraités;Féminin;934
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;Enfants;Masculin;81
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;Enfants;Féminin;119
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;Actifs;Masculin;454
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;Actifs;Féminin;575
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;Retraités;Masculin;331
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;Retraités;Féminin;424
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;Enfants;Masculin;22
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;Enfants;Féminin;14
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;Actifs;Masculin;83
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;Actifs;Féminin;109
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;Retraités;Masculin;75
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;Retraités;Féminin;70
Région flamande;Anvers;Turnhout;13003;2490;Balen;Enfants;Masculin;192
Région flamande;Anvers;Turnhout;13003;2490;Balen;Enfants;Féminin;171
Région flamande;Anvers;Turnhout;13003;2490;Balen;Actifs;Masculin;774
Région flamande;Anvers;Turnhout;13003;2490;Balen;Actifs;Féminin;1112
Région flamande;Anvers;Turnhout;13003;2490;Balen;Retraités;Masculin;759
Région flamande;Anvers;Turnhout;13003;2490;Balen;Retraités;Féminin;708
Région flamande;Anvers;Turnhout;13004;2340;Beerse;Enfants;Masculin;144
Région flamande;Anvers;Turnhout;13004;2340;Beerse;Enfants;Féminin;133
Région flamande;Anvers;Turnhout;13004;2340;Beerse;Actifs;Masculin;591
Région flamande;Anvers;Turnhout;13004;2340;Beerse;Actifs;Féminin;807
Région flamande;Anvers;Turnhout;13004;2340;Beerse;Retraités;Masculin;463
Région flamande;Anvers;Turnhout;13004;2340;Beerse;Retraités;Féminin;455
Région flamande;Anvers;Turnhout;13006;2480;Dessel;Enfants;Masculin;93
Région flamande;Anvers;Turnhout;13006;2480;Dessel;Enfants;Féminin;76
Région flamande;Anvers;Turnhout;13006;2480;Dessel;Actifs;Masculin;355
Région flamande;Anvers;Turnhout;13006;2480;Dessel;Actifs;Féminin;446
Région flamande;Anvers;Turnhout;13006;2480;Dessel;Retraités;Masculin;364
Région flamande;Anvers;Turnhout;13006;2480;Dessel;Retraités;Féminin;306
Région flamande;Anvers;Turnhout;13008;2440;Geel;Enfants;Masculin;330
Région flamande;Anvers;Turnhout;13008;2440;Geel;Enfants;Féminin;300
Région flamande;Anvers;Turnhout;13008;2440;Geel;Actifs;Masculin;1563
Région flamande;Anvers;Turnhout;13008;2440;Geel;Actifs;Féminin;1922
Région flamande;Anvers;Turnhout;13008;2440;Geel;Retraités;Masculin;1269
Région flamande;Anvers;Turnhout;13008;2440;Geel;Retraités;Féminin;1413
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;Enfants;Masculin;61
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;Enfants;Féminin;66
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;Actifs;Masculin;415
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;Actifs;Féminin;435
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;Retraités;Masculin;282
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;Retraités;Féminin;271
Région flamande;Anvers;Turnhout;13011;2200;Herentals;Enfants;Masculin;143
Région flamande;Anvers;Turnhout;13011;2200;Herentals;Enfants;Féminin;139
Région flamande;Anvers;Turnhout;13011;2200;Herentals;Actifs;Masculin;960
Région flamande;Anvers;Turnhout;13011;2200;Herentals;Actifs;Féminin;1282
Région flamande;Anvers;Turnhout;13011;2200;Herentals;Retraités;Masculin;844
Région flamande;Anvers;Turnhout;13011;2200;Herentals;Retraités;Féminin;975
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;Enfants;Masculin;73
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;Enfants;Féminin;58
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;Actifs;Masculin;297
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;Actifs;Féminin;414
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;Retraités;Masculin;275
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;Retraités;Féminin;257
Région flamande;Anvers;Turnhout;13013;2230;Herselt;Enfants;Masculin;98
Région flamande;Anvers;Turnhout;13013;2230;Herselt;Enfants;Féminin;86
Région flamande;Anvers;Turnhout;13013;2230;Herselt;Actifs;Masculin;479
Région flamande;Anvers;Turnhout;13013;2230;Herselt;Actifs;Féminin;621
Région flamande;Anvers;Turnhout;13013;2230;Herselt;Retraités;Masculin;485
Région flamande;Anvers;Turnhout;13013;2230;Herselt;Retraités;Féminin;478
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;Enfants;Masculin;153
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;Enfants;Féminin;127
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;Actifs;Masculin;689
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;Actifs;Féminin;800
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;Retraités;Masculin;658
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;Retraités;Féminin;495
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;Enfants;Masculin;82
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;Enfants;Féminin;46
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;Actifs;Masculin;367
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;Actifs;Féminin;491
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;Retraités;Masculin;296
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;Retraités;Féminin;289
Région flamande;Anvers;Turnhout;13017;2460;Kasterlee;Enfants;Masculin;118
Région flamande;Anvers;Turnhout;13017;2460;Kasterlee;Enfants;Féminin;112
Région flamande;Anvers;Turnhout;13017;2460;Kasterlee;Actifs;Masculin;650
Région flamande;Anvers;Turnhout;13017;2460;Kasterlee;Actifs;Féminin;712
Région flamande;Anvers;Turnhout;13017;2460;Kasterlee;Retraités;Masculin;560
Région flamande;Anvers;Turnhout;13017;2460;Kasterlee;Retraités;Féminin;511
Région flamande;Anvers;Turnhout;13019;2275;Lille;Enfants;Masculin;107
Région flamande;Anvers;Turnhout;13019;2275;Lille;Enfants;Féminin;103
Région flamande;Anvers;Turnhout;13019;2275;Lille;Actifs;Masculin;640
Région flamande;Anvers;Turnhout;13019;2275;Lille;Actifs;Féminin;765
Région flamande;Anvers;Turnhout;13019;2275;Lille;Retraités;Masculin;450
Région flamande;Anvers;Turnhout;13019;2275;Lille;Retraités;Féminin;466
