gewest;provincie;arrondissement;nis_code;postcode;gemeente;leeftijdsgroep;geslacht;klassieke_hospitalisatie
Waals Gewest;Luik;Verviers;63048;4710;Lontzen;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63048;4710;Lontzen;15 - 64;Mannelijk;153
Waals Gewest;Luik;Verviers;63048;4710;Lontzen;15 - 64;Vrouwelijk;158
Waals Gewest;Luik;Verviers;63048;4710;Lontzen;15 - 64;Veranderd;0
Waals Gewest;Luik;Verviers;63048;4710;Lontzen;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63048;4710;Lontzen;65 - ...;Mannelijk;146
Waals Gewest;Luik;Verviers;63048;4710;Lontzen;65 - ...;Vrouwelijk;135
Waals Gewest;Luik;Verviers;63048;4710;Lontzen;65 - ...;Veranderd;0
Waals Gewest;Luik;Verviers;63049;4960;Malmedy;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63049;4960;Malmedy;0 - 14;Mannelijk;65
Waals Gewest;Luik;Verviers;63049;4960;Malmedy;0 - 14;Vrouwelijk;74
Waals Gewest;Luik;Verviers;63049;4960;Malmedy;0 - 14;Veranderd;0
Waals Gewest;Luik;Verviers;63049;4960;Malmedy;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63049;4960;Malmedy;15 - 64;Mannelijk;403
Waals Gewest;Luik;Verviers;63049;4960;Malmedy;15 - 64;Vrouwelijk;582
Waals Gewest;Luik;Verviers;63049;4960;Malmedy;15 - 64;Veranderd;0
Waals Gewest;Luik;Verviers;63049;4960;Malmedy;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63049;4960;Malmedy;65 - ...;Mannelijk;422
Waals Gewest;Luik;Verviers;63049;4960;Malmedy;65 - ...;Vrouwelijk;541
Waals Gewest;Luik;Verviers;63049;4960;Malmedy;65 - ...;Veranderd;0
Waals Gewest;Luik;Verviers;63057;4877;Olne;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63057;4877;Olne;0 - 14;Mannelijk;21
Waals Gewest;Luik;Verviers;63057;4877;Olne;0 - 14;Vrouwelijk;18
Waals Gewest;Luik;Verviers;63057;4877;Olne;0 - 14;Veranderd;0
Waals Gewest;Luik;Verviers;63057;4877;Olne;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63057;4877;Olne;15 - 64;Mannelijk;112
Waals Gewest;Luik;Verviers;63057;4877;Olne;15 - 64;Vrouwelijk;154
Waals Gewest;Luik;Verviers;63057;4877;Olne;15 - 64;Veranderd;0
Waals Gewest;Luik;Verviers;63057;4877;Olne;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63057;4877;Olne;65 - ...;Mannelijk;139
Waals Gewest;Luik;Verviers;63057;4877;Olne;65 - ...;Vrouwelijk;109
Waals Gewest;Luik;Verviers;63057;4877;Olne;65 - ...;Veranderd;0
Waals Gewest;Luik;Verviers;63058;4860;Pepinster;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63058;4860;Pepinster;0 - 14;Mannelijk;95
Waals Gewest;Luik;Verviers;63058;4860;Pepinster;0 - 14;Vrouwelijk;54
Waals Gewest;Luik;Verviers;63058;4860;Pepinster;0 - 14;Veranderd;0
Waals Gewest;Luik;Verviers;63058;4860;Pepinster;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63058;4860;Pepinster;15 - 64;Mannelijk;254
Waals Gewest;Luik;Verviers;63058;4860;Pepinster;15 - 64;Vrouwelijk;400
Waals Gewest;Luik;Verviers;63058;4860;Pepinster;15 - 64;Veranderd;0
Waals Gewest;Luik;Verviers;63058;4860;Pepinster;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63058;4860;Pepinster;65 - ...;Mannelijk;251
Waals Gewest;Luik;Verviers;63058;4860;Pepinster;65 - ...;Vrouwelijk;248
Waals Gewest;Luik;Verviers;63058;4860;Pepinster;65 - ...;Veranderd;0
Waals Gewest;Luik;Verviers;63061;4730;Raeren;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63061;4730;Raeren;0 - 14;Mannelijk;35
Waals Gewest;Luik;Verviers;63061;4730;Raeren;0 - 14;Vrouwelijk;26
Waals Gewest;Luik;Verviers;63061;4730;Raeren;0 - 14;Veranderd;0
Waals Gewest;Luik;Verviers;63061;4730;Raeren;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63061;4730;Raeren;15 - 64;Mannelijk;146
Waals Gewest;Luik;Verviers;63061;4730;Raeren;15 - 64;Vrouwelijk;140
Waals Gewest;Luik;Verviers;63061;4730;Raeren;15 - 64;Veranderd;0
Waals Gewest;Luik;Verviers;63061;4730;Raeren;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63061;4730;Raeren;65 - ...;Mannelijk;205
Waals Gewest;Luik;Verviers;63061;4730;Raeren;65 - ...;Vrouwelijk;170
Waals Gewest;Luik;Verviers;63061;4730;Raeren;65 - ...;Veranderd;0
Waals Gewest;Luik;Verviers;63067;4780;Sankt Vith;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63067;4780;Sankt Vith;0 - 14;Mannelijk;46
Waals Gewest;Luik;Verviers;63067;4780;Sankt Vith;0 - 14;Vrouwelijk;31
Waals Gewest;Luik;Verviers;63067;4780;Sankt Vith;0 - 14;Veranderd;0
Waals Gewest;Luik;Verviers;63067;4780;Sankt Vith;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63067;4780;Sankt Vith;15 - 64;Mannelijk;257
Waals Gewest;Luik;Verviers;63067;4780;Sankt Vith;15 - 64;Vrouwelijk;353
Waals Gewest;Luik;Verviers;63067;4780;Sankt Vith;15 - 64;Veranderd;0
Waals Gewest;Luik;Verviers;63067;4780;Sankt Vith;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63067;4780;Sankt Vith;65 - ...;Mannelijk;251
Waals Gewest;Luik;Verviers;63067;4780;Sankt Vith;65 - ...;Vrouwelijk;303
Waals Gewest;Luik;Verviers;63067;4780;Sankt Vith;65 - ...;Veranderd;0
Waals Gewest;Luik;Verviers;63072;4900;Spa;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63072;4900;Spa;0 - 14;Mannelijk;53
Waals Gewest;Luik;Verviers;63072;4900;Spa;0 - 14;Vrouwelijk;48
Waals Gewest;Luik;Verviers;63072;4900;Spa;0 - 14;Veranderd;0
Waals Gewest;Luik;Verviers;63072;4900;Spa;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63072;4900;Spa;15 - 64;Mannelijk;356
Waals Gewest;Luik;Verviers;63072;4900;Spa;15 - 64;Vrouwelijk;406
Waals Gewest;Luik;Verviers;63072;4900;Spa;15 - 64;Veranderd;0
Waals Gewest;Luik;Verviers;63072;4900;Spa;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63072;4900;Spa;65 - ...;Mannelijk;426
Waals Gewest;Luik;Verviers;63072;4900;Spa;65 - ...;Vrouwelijk;413
Waals Gewest;Luik;Verviers;63072;4900;Spa;65 - ...;Veranderd;0
Waals Gewest;Luik;Verviers;63073;4970;Stavelot;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63073;4970;Stavelot;0 - 14;Mannelijk;40
Waals Gewest;Luik;Verviers;63073;4970;Stavelot;0 - 14;Vrouwelijk;32
Waals Gewest;Luik;Verviers;63073;4970;Stavelot;0 - 14;Veranderd;0
Waals Gewest;Luik;Verviers;63073;4970;Stavelot;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63073;4970;Stavelot;15 - 64;Mannelijk;208
Waals Gewest;Luik;Verviers;63073;4970;Stavelot;15 - 64;Vrouwelijk;337
Waals Gewest;Luik;Verviers;63073;4970;Stavelot;15 - 64;Veranderd;0
Waals Gewest;Luik;Verviers;63073;4970;Stavelot;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63073;4970;Stavelot;65 - ...;Mannelijk;201
Waals Gewest;Luik;Verviers;63073;4970;Stavelot;65 - ...;Vrouwelijk;220
Waals Gewest;Luik;Verviers;63073;4970;Stavelot;65 - ...;Veranderd;0
Waals Gewest;Luik;Verviers;63075;4987;Stoumont;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63075;4987;Stoumont;0 - 14;Mannelijk;23
Waals Gewest;Luik;Verviers;63075;4987;Stoumont;0 - 14;Vrouwelijk;20
Waals Gewest;Luik;Verviers;63075;4987;Stoumont;0 - 14;Veranderd;0
Waals Gewest;Luik;Verviers;63075;4987;Stoumont;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63075;4987;Stoumont;15 - 64;Mannelijk;101
Waals Gewest;Luik;Verviers;63075;4987;Stoumont;15 - 64;Vrouwelijk;139
Waals Gewest;Luik;Verviers;63075;4987;Stoumont;15 - 64;Veranderd;0
Waals Gewest;Luik;Verviers;63075;4987;Stoumont;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63075;4987;Stoumont;65 - ...;Mannelijk;100
Waals Gewest;Luik;Verviers;63075;4987;Stoumont;65 - ...;Vrouwelijk;79
Waals Gewest;Luik;Verviers;63075;4987;Stoumont;65 - ...;Veranderd;0
Waals Gewest;Luik;Verviers;63076;4910;Theux;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63076;4910;Theux;0 - 14;Mannelijk;68
Waals Gewest;Luik;Verviers;63076;4910;Theux;0 - 14;Vrouwelijk;54
Waals Gewest;Luik;Verviers;63076;4910;Theux;0 - 14;Veranderd;0
Waals Gewest;Luik;Verviers;63076;4910;Theux;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63076;4910;Theux;15 - 64;Mannelijk;399
Waals Gewest;Luik;Verviers;63076;4910;Theux;15 - 64;Vrouwelijk;447
Waals Gewest;Luik;Verviers;63076;4910;Theux;15 - 64;Veranderd;0
Waals Gewest;Luik;Verviers;63076;4910;Theux;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63076;4910;Theux;65 - ...;Mannelijk;343
Waals Gewest;Luik;Verviers;63076;4910;Theux;65 - ...;Vrouwelijk;335
Waals Gewest;Luik;Verviers;63076;4910;Theux;65 - ...;Veranderd;0
Waals Gewest;Luik;Verviers;63079;4800;Verviers;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63079;4800;Verviers;0 - 14;Mannelijk;546
Waals Gewest;Luik;Verviers;63079;4800;Verviers;0 - 14;Vrouwelijk;479
Waals Gewest;Luik;Verviers;63079;4800;Verviers;0 - 14;Veranderd;0
Waals Gewest;Luik;Verviers;63079;4800;Verviers;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63079;4800;Verviers;15 - 64;Mannelijk;1 712
Waals Gewest;Luik;Verviers;63079;4800;Verviers;15 - 64;Vrouwelijk;2 586
Waals Gewest;Luik;Verviers;63079;4800;Verviers;15 - 64;Veranderd;0
Waals Gewest;Luik;Verviers;63079;4800;Verviers;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63079;4800;Verviers;65 - ...;Mannelijk;1 564
Waals Gewest;Luik;Verviers;63079;4800;Verviers;65 - ...;Vrouwelijk;1 641
Waals Gewest;Luik;Verviers;63079;4800;Verviers;65 - ...;Veranderd;0
Waals Gewest;Luik;Verviers;63080;4950;Waimes;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63080;4950;Waimes;0 - 14;Mannelijk;40
Waals Gewest;Luik;Verviers;63080;4950;Waimes;0 - 14;Vrouwelijk;26
Waals Gewest;Luik;Verviers;63080;4950;Waimes;0 - 14;Veranderd;0
Waals Gewest;Luik;Verviers;63080;4950;Waimes;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63080;4950;Waimes;15 - 64;Mannelijk;246
Waals Gewest;Luik;Verviers;63080;4950;Waimes;15 - 64;Vrouwelijk;301
Waals Gewest;Luik;Verviers;63080;4950;Waimes;15 - 64;Veranderd;0
Waals Gewest;Luik;Verviers;63080;4950;Waimes;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63080;4950;Waimes;65 - ...;Mannelijk;214
Waals Gewest;Luik;Verviers;63080;4950;Waimes;65 - ...;Vrouwelijk;231
Waals Gewest;Luik;Verviers;63080;4950;Waimes;65 - ...;Veranderd;0
Waals Gewest;Luik;Verviers;63084;4840;Welkenraedt;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63084;4840;Welkenraedt;0 - 14;Mannelijk;76
Waals Gewest;Luik;Verviers;63084;4840;Welkenraedt;0 - 14;Vrouwelijk;62
Waals Gewest;Luik;Verviers;63084;4840;Welkenraedt;0 - 14;Veranderd;0
Waals Gewest;Luik;Verviers;63084;4840;Welkenraedt;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63084;4840;Welkenraedt;15 - 64;Mannelijk;284
Waals Gewest;Luik;Verviers;63084;4840;Welkenraedt;15 - 64;Vrouwelijk;478
Waals Gewest;Luik;Verviers;63084;4840;Welkenraedt;15 - 64;Veranderd;0
Waals Gewest;Luik;Verviers;63084;4840;Welkenraedt;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63084;4840;Welkenraedt;65 - ...;Mannelijk;300
Waals Gewest;Luik;Verviers;63084;4840;Welkenraedt;65 - ...;Vrouwelijk;258
Waals Gewest;Luik;Verviers;63084;4840;Welkenraedt;65 - ...;Veranderd;0
Waals Gewest;Luik;Verviers;63086;4980;Trois-Ponts;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63086;4980;Trois-Ponts;0 - 14;Mannelijk;7
Waals Gewest;Luik;Verviers;63086;4980;Trois-Ponts;0 - 14;Vrouwelijk;7
Waals Gewest;Luik;Verviers;63086;4980;Trois-Ponts;0 - 14;Veranderd;0
Waals Gewest;Luik;Verviers;63086;4980;Trois-Ponts;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63086;4980;Trois-Ponts;15 - 64;Mannelijk;106
Waals Gewest;Luik;Verviers;63086;4980;Trois-Ponts;15 - 64;Vrouwelijk;101
Waals Gewest;Luik;Verviers;63086;4980;Trois-Ponts;15 - 64;Veranderd;0
Waals Gewest;Luik;Verviers;63086;4980;Trois-Ponts;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63086;4980;Trois-Ponts;65 - ...;Mannelijk;70
Waals Gewest;Luik;Verviers;63086;4980;Trois-Ponts;65 - ...;Vrouwelijk;113
Waals Gewest;Luik;Verviers;63086;4980;Trois-Ponts;65 - ...;Veranderd;0
Waals Gewest;Luik;Verviers;63087;4790;Burg-Reuland;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63087;4790;Burg-Reuland;0 - 14;Mannelijk;13
Waals Gewest;Luik;Verviers;63087;4790;Burg-Reuland;0 - 14;Vrouwelijk;16
Waals Gewest;Luik;Verviers;63087;4790;Burg-Reuland;0 - 14;Veranderd;0
Waals Gewest;Luik;Verviers;63087;4790;Burg-Reuland;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63087;4790;Burg-Reuland;15 - 64;Mannelijk;88
Waals Gewest;Luik;Verviers;63087;4790;Burg-Reuland;15 - 64;Vrouwelijk;130
Waals Gewest;Luik;Verviers;63087;4790;Burg-Reuland;15 - 64;Veranderd;0
Waals Gewest;Luik;Verviers;63087;4790;Burg-Reuland;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63087;4790;Burg-Reuland;65 - ...;Mannelijk;132
Waals Gewest;Luik;Verviers;63087;4790;Burg-Reuland;65 - ...;Vrouwelijk;104
Waals Gewest;Luik;Verviers;63087;4790;Burg-Reuland;65 - ...;Veranderd;0
Waals Gewest;Luik;Verviers;63088;4850;Plombières;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63088;4850;Plombières;0 - 14;Mannelijk;69
Waals Gewest;Luik;Verviers;63088;4850;Plombières;0 - 14;Vrouwelijk;63
Waals Gewest;Luik;Verviers;63088;4850;Plombières;0 - 14;Veranderd;0
Waals Gewest;Luik;Verviers;63088;4850;Plombières;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63088;4850;Plombières;15 - 64;Mannelijk;246
Waals Gewest;Luik;Verviers;63088;4850;Plombières;15 - 64;Vrouwelijk;402
Waals Gewest;Luik;Verviers;63088;4850;Plombières;15 - 64;Veranderd;0
Waals Gewest;Luik;Verviers;63088;4850;Plombières;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63088;4850;Plombières;65 - ...;Mannelijk;287
Waals Gewest;Luik;Verviers;63088;4850;Plombières;65 - ...;Vrouwelijk;219
Waals Gewest;Luik;Verviers;63088;4850;Plombières;65 - ...;Veranderd;0
Waals Gewest;Luik;Verviers;63089;4890;Thimister-Clermont;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63089;4890;Thimister-Clermont;0 - 14;Mannelijk;32
Waals Gewest;Luik;Verviers;63089;4890;Thimister-Clermont;0 - 14;Vrouwelijk;18
Waals Gewest;Luik;Verviers;63089;4890;Thimister-Clermont;0 - 14;Veranderd;0
Waals Gewest;Luik;Verviers;63089;4890;Thimister-Clermont;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63089;4890;Thimister-Clermont;15 - 64;Mannelijk;163
Waals Gewest;Luik;Verviers;63089;4890;Thimister-Clermont;15 - 64;Vrouwelijk;216
Waals Gewest;Luik;Verviers;63089;4890;Thimister-Clermont;15 - 64;Veranderd;0
Waals Gewest;Luik;Verviers;63089;4890;Thimister-Clermont;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Verviers;63089;4890;Thimister-Clermont;65 - ...;Mannelijk;137
Waals Gewest;Luik;Verviers;63089;4890;Thimister-Clermont;65 - ...;Vrouwelijk;106
Waals Gewest;Luik;Verviers;63089;4890;Thimister-Clermont;65 - ...;Veranderd;0
Waals Gewest;Luik;Borgworm;64008;4257;Berloz;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64008;4257;Berloz;0 - 14;Mannelijk;16
Waals Gewest;Luik;Borgworm;64008;4257;Berloz;0 - 14;Vrouwelijk;11
Waals Gewest;Luik;Borgworm;64008;4257;Berloz;0 - 14;Veranderd;0
Waals Gewest;Luik;Borgworm;64008;4257;Berloz;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64008;4257;Berloz;15 - 64;Mannelijk;77
Waals Gewest;Luik;Borgworm;64008;4257;Berloz;15 - 64;Vrouwelijk;141
Waals Gewest;Luik;Borgworm;64008;4257;Berloz;15 - 64;Veranderd;0
Waals Gewest;Luik;Borgworm;64008;4257;Berloz;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64008;4257;Berloz;65 - ...;Mannelijk;79
Waals Gewest;Luik;Borgworm;64008;4257;Berloz;65 - ...;Vrouwelijk;62
Waals Gewest;Luik;Borgworm;64008;4257;Berloz;65 - ...;Veranderd;0
Waals Gewest;Luik;Borgworm;64015;4260;Braives;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64015;4260;Braives;0 - 14;Mannelijk;32
Waals Gewest;Luik;Borgworm;64015;4260;Braives;0 - 14;Vrouwelijk;40
Waals Gewest;Luik;Borgworm;64015;4260;Braives;0 - 14;Veranderd;0
Waals Gewest;Luik;Borgworm;64015;4260;Braives;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64015;4260;Braives;15 - 64;Mannelijk;166
Waals Gewest;Luik;Borgworm;64015;4260;Braives;15 - 64;Vrouwelijk;248
Waals Gewest;Luik;Borgworm;64015;4260;Braives;15 - 64;Veranderd;0
Waals Gewest;Luik;Borgworm;64015;4260;Braives;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64015;4260;Braives;65 - ...;Mannelijk;162
Waals Gewest;Luik;Borgworm;64015;4260;Braives;65 - ...;Vrouwelijk;163
Waals Gewest;Luik;Borgworm;64015;4260;Braives;65 - ...;Veranderd;0
Waals Gewest;Luik;Borgworm;64021;4367;Crisnée;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64021;4367;Crisnée;0 - 14;Mannelijk;15
Waals Gewest;Luik;Borgworm;64021;4367;Crisnée;0 - 14;Vrouwelijk;13
Waals Gewest;Luik;Borgworm;64021;4367;Crisnée;0 - 14;Veranderd;0
Waals Gewest;Luik;Borgworm;64021;4367;Crisnée;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64021;4367;Crisnée;15 - 64;Mannelijk;112
Waals Gewest;Luik;Borgworm;64021;4367;Crisnée;15 - 64;Vrouwelijk;114
Waals Gewest;Luik;Borgworm;64021;4367;Crisnée;15 - 64;Veranderd;0
Waals Gewest;Luik;Borgworm;64021;4367;Crisnée;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64021;4367;Crisnée;65 - ...;Mannelijk;102
Waals Gewest;Luik;Borgworm;64021;4367;Crisnée;65 - ...;Vrouwelijk;90
Waals Gewest;Luik;Borgworm;64021;4367;Crisnée;65 - ...;Veranderd;0
Waals Gewest;Luik;Borgworm;64023;4357;Donceel;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64023;4357;Donceel;0 - 14;Mannelijk;13
Waals Gewest;Luik;Borgworm;64023;4357;Donceel;0 - 14;Vrouwelijk;17
Waals Gewest;Luik;Borgworm;64023;4357;Donceel;0 - 14;Veranderd;0
Waals Gewest;Luik;Borgworm;64023;4357;Donceel;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64023;4357;Donceel;15 - 64;Mannelijk;84
Waals Gewest;Luik;Borgworm;64023;4357;Donceel;15 - 64;Vrouwelijk;135
Waals Gewest;Luik;Borgworm;64023;4357;Donceel;15 - 64;Veranderd;0
Waals Gewest;Luik;Borgworm;64023;4357;Donceel;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64023;4357;Donceel;65 - ...;Mannelijk;95
Waals Gewest;Luik;Borgworm;64023;4357;Donceel;65 - ...;Vrouwelijk;68
Waals Gewest;Luik;Borgworm;64023;4357;Donceel;65 - ...;Veranderd;0
Waals Gewest;Luik;Borgworm;64025;4347;Fexhe-le-Haut-Clocher;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64025;4347;Fexhe-le-Haut-Clocher;0 - 14;Mannelijk;13
Waals Gewest;Luik;Borgworm;64025;4347;Fexhe-le-Haut-Clocher;0 - 14;Vrouwelijk;30
Waals Gewest;Luik;Borgworm;64025;4347;Fexhe-le-Haut-Clocher;0 - 14;Veranderd;0
Waals Gewest;Luik;Borgworm;64025;4347;Fexhe-le-Haut-Clocher;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64025;4347;Fexhe-le-Haut-Clocher;15 - 64;Mannelijk;88
Waals Gewest;Luik;Borgworm;64025;4347;Fexhe-le-Haut-Clocher;15 - 64;Vrouwelijk;127
Waals Gewest;Luik;Borgworm;64025;4347;Fexhe-le-Haut-Clocher;15 - 64;Veranderd;0
Waals Gewest;Luik;Borgworm;64025;4347;Fexhe-le-Haut-Clocher;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64025;4347;Fexhe-le-Haut-Clocher;65 - ...;Mannelijk;78
Waals Gewest;Luik;Borgworm;64025;4347;Fexhe-le-Haut-Clocher;65 - ...;Vrouwelijk;103
Waals Gewest;Luik;Borgworm;64025;4347;Fexhe-le-Haut-Clocher;65 - ...;Veranderd;0
Waals Gewest;Luik;Borgworm;64029;4250;Geer;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64029;4250;Geer;0 - 14;Mannelijk;28
Waals Gewest;Luik;Borgworm;64029;4250;Geer;0 - 14;Vrouwelijk;23
Waals Gewest;Luik;Borgworm;64029;4250;Geer;0 - 14;Veranderd;0
Waals Gewest;Luik;Borgworm;64029;4250;Geer;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64029;4250;Geer;15 - 64;Mannelijk;116
Waals Gewest;Luik;Borgworm;64029;4250;Geer;15 - 64;Vrouwelijk;154
Waals Gewest;Luik;Borgworm;64029;4250;Geer;15 - 64;Veranderd;0
Waals Gewest;Luik;Borgworm;64029;4250;Geer;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64029;4250;Geer;65 - ...;Mannelijk;82
Waals Gewest;Luik;Borgworm;64029;4250;Geer;65 - ...;Vrouwelijk;73
Waals Gewest;Luik;Borgworm;64029;4250;Geer;65 - ...;Veranderd;0
Waals Gewest;Luik;Borgworm;64034;4280;Hannuit;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64034;4280;Hannuit;0 - 14;Mannelijk;95
Waals Gewest;Luik;Borgworm;64034;4280;Hannuit;0 - 14;Vrouwelijk;89
Waals Gewest;Luik;Borgworm;64034;4280;Hannuit;0 - 14;Veranderd;0
Waals Gewest;Luik;Borgworm;64034;4280;Hannuit;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64034;4280;Hannuit;15 - 64;Mannelijk;503
Waals Gewest;Luik;Borgworm;64034;4280;Hannuit;15 - 64;Vrouwelijk;671
Waals Gewest;Luik;Borgworm;64034;4280;Hannuit;15 - 64;Veranderd;0
Waals Gewest;Luik;Borgworm;64034;4280;Hannuit;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64034;4280;Hannuit;65 - ...;Mannelijk;466
Waals Gewest;Luik;Borgworm;64034;4280;Hannuit;65 - ...;Vrouwelijk;543
Waals Gewest;Luik;Borgworm;64034;4280;Hannuit;65 - ...;Veranderd;0
Waals Gewest;Luik;Borgworm;64047;4287;Lijsem;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64047;4287;Lijsem;0 - 14;Mannelijk;6
Waals Gewest;Luik;Borgworm;64047;4287;Lijsem;0 - 14;Vrouwelijk;14
Waals Gewest;Luik;Borgworm;64047;4287;Lijsem;0 - 14;Veranderd;0
Waals Gewest;Luik;Borgworm;64047;4287;Lijsem;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64047;4287;Lijsem;15 - 64;Mannelijk;79
Waals Gewest;Luik;Borgworm;64047;4287;Lijsem;15 - 64;Vrouwelijk;135
Waals Gewest;Luik;Borgworm;64047;4287;Lijsem;15 - 64;Veranderd;0
Waals Gewest;Luik;Borgworm;64047;4287;Lijsem;65 - ...;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64047;4287;Lijsem;65 - ...;Mannelijk;100
Waals Gewest;Luik;Borgworm;64047;4287;Lijsem;65 - ...;Vrouwelijk;122
Waals Gewest;Luik;Borgworm;64047;4287;Lijsem;65 - ...;Veranderd;0
Waals Gewest;Luik;Borgworm;64056;4360;Oerle;0 - 14;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64056;4360;Oerle;0 - 14;Mannelijk;21
Waals Gewest;Luik;Borgworm;64056;4360;Oerle;0 - 14;Vrouwelijk;18
Waals Gewest;Luik;Borgworm;64056;4360;Oerle;0 - 14;Veranderd;0
Waals Gewest;Luik;Borgworm;64056;4360;Oerle;15 - 64;Onbepaalbaar;0
Waals Gewest;Luik;Borgworm;64056;4360;Oerle;15 - 64;Mannelijk;146
Waals Gewest;Luik;Borgworm;64056;4360;Oerle;15 - 64;Vrouwelijk;173
Waals Gewest;Luik;Borgworm;64056;4360;Oerle;15 - 64;Veranderd;0
Waals Gewest;Luik;Borgworm;64056;4360;Oerle;65 - ...;Onbepaalbaar;0
